new_id;id:ID;names;size;labels;rho
1469;Ibrutinib;Ibrutinib;343;drug;0.5
1470;disease_of_cellular_proliferation;disease of cellular proliferation;1008;disease;0.5391716426818187
1471;Obinutuzumab;Obinutuzumab;325;drug;0.5572529770000001
1472;Ublituximab;Ublituximab;12;drug;0.5359983400000001
1473;cladribine;cladribine;284;drug;0.5037032348837209
1474;GBGT1;GBGT1;372;gene:protein;0.5078308715384616
1475;WDTC1;WDTC1;388;gene:protein;0.1615570682641509
1476;Alzheimer_s_disease_5;Alzheimer s disease 5;1050;disease;0.5
1477;fiber;fiber;611;enzyme source;0.3333333400000007
1478;host_cell;host cell;406;cellular component;0.5
1479;membrane_disassembly;membrane disassembly;21;biological process;0.5
1480;PANC-1_cell;PANC-1 cell;34;enzyme source;0.5
1481;PHYH;PHYH;522;gene:protein;0.5556460392727274
1482;NDUFAF3;NDUFAF3;2;gene:protein;0.5
1483;leg;leg;225;enzyme source;0.5
1484;IKZF3;IKZF3;514;gene:protein;0.6786534947826085
1485;IKZF1;IKZF1;989;gene:protein;0.6678949408695657
1486;immunoglobulin_production;immunoglobulin production;240;biological process;0.4730065958273383
1487;IKZF2;IKZF2;78;gene:protein;0.6400078719047618
1488;lupus_nephritis;lupus nephritis;48;disease;0.5
1489;systemic_lupus_erythematosus;systemic lupus erythematosus;243;disease;0.5
1490;interleukin-2_production;interleukin-2 production;56;biological process;0.5
1491;IL3;IL3;742;gene:protein;0.5902637185185183
1492;MAGED1;MAGED1;13;gene:protein;0.648027415
1493;NCOR2;NCOR2;166;gene:protein;0.6703964844999999
1494;lupus_erythematosus;lupus erythematosus;479;disease;0.46205748
1495;creatine_kinase_activity;creatine kinase activity;676;molecular function;0.5006944444444444
1496;CD3delta_deficiency;CD3delta deficiency;14;disease;0.717432061
1497;THBS1;THBS1;734;gene:protein;0.6051232123931621
1498;TNFRSF1A;TNFRSF1A;50;gene:protein;0.656399194117647
1499;C9;C9;189;gene:protein;0.6013343006818184
1500;C6;C6;656;gene:protein;0.5799594119607845
1501;ERVK-21;ERVK-21;143;gene:protein;0.5
1502;C12orf57;C12orf57;81;gene:protein;0.5635401005263159
1503;CYTL1;CYTL1;101;gene:protein;0.5281906654838708
1504;C5;C5;638;gene:protein;0.6082498571812078
1505;memory_T-lymphocyte;memory T-lymphocyte;173;enzyme source;0.5
1506;PLAC8;PLAC8;63;gene:protein;0.5186596460714286
1507;GNLY;GNLY;46;gene:protein;0.58558044
1508;FCGR3A;FCGR3A;114;gene:protein;0.5957741114285713
1509;TCF7;TCF7;456;gene:protein;0.6299603623404256
1510;NAC;NAC;944;other;0.5009348293269231
1511;IDS;IDS;42;gene:protein;0.524779873
1512;abdomen;abdomen;487;enzyme source;0.5008794390774909
1513;pelvis;pelvis;284;enzyme source;0.5
1514;carboplatin;carboplatin;843;drug;0.5005458901886792
1515;chorismate_lyase_activity;chorismate lyase activity;1060;molecular function;0.2511737089201878
1516;NEDD8;NEDD8;681;gene:protein;0.6524907955681818
1517;CDT1;CDT1;90;gene:protein;0.6363290623333332
1518;TRAPPC9;TRAPPC9;2696;gene:protein;0.5512808148015127
1519;SUMO_activating_enzyme_complex;SUMO activating enzyme complex;49;cellular component;0.5
1520;SPAM1;SPAM1;32;gene:protein;0.5190603666666667
1521;neutropenia;neutropenia;266;disease;0.124531253440678
1522;ITGB2;ITGB2;496;gene:protein;0.62695143272
1523;F7;F7;63;gene:protein;0.6177966321739131
1524;LEMD3;LEMD3;10;gene:protein;0.5518754800000001
1525;MUC7;MUC7;316;gene:protein;0.5505384798260868
1526;ICAM1;ICAM1;1335;gene:protein;0.6398165882698957
1527;vagina;vagina;31;enzyme source;0.5
1528;amelogenesis_imperfecta_type_1G;amelogenesis imperfecta type 1G;404;disease;0.5
1529;RPS6;RPS6;739;gene:protein;0.650998039968254
1530;periosteum;periosteum;51;enzyme source;0.5
1531;CASP1;CASP1;570;gene:protein;0.6416463676158937
1532;pyroptosis;pyroptosis;182;biological process;0.5
1533;TIMP1;TIMP1;783;gene:protein;0.6430370289130434
1534;ovary_cancer_cell_line;ovary cancer cell line;97;enzyme source;0.5
1535;hematopoietic_cell;hematopoietic cell;374;anatomical entity:enzyme source;0.5103038129090909
1536;SP7;SP7;364;gene:protein;0.6595410367961163
1537;L-929_cell;L-929 cell;91;enzyme source;0.5
1538;mesenchymal_stem_cell_differentiation;mesenchymal stem cell differentiation;4;biological process;0.2
1539;RNA-directed_5_-3__RNA_polymerase_activity;RNA-directed 5 -3 RNA polymerase activity;672;molecular function;0.5
1540;Thiocolchicoside;Thiocolchicoside;624;drug;0.5021410796330276
1541;C3;C3;1910;gene:protein;0.616309597392345
1542;CCL21;CCL21;836;gene:protein;0.5875562261690135
1543;BAG2;BAG2;148;gene:protein;0.617912268
1544;beta-agarase_activity;beta-agarase activity;6;molecular function;0.5
1545;LINC00461;LINC00461;590;gene;0.50378788
1546;AQP4;AQP4;206;gene:protein;0.5847073199999999
1547;MIR216A;MIR216A;59;gene;0.5
1548;LRIG2;LRIG2;30;gene:protein;0.57243728
1549;osteoglophonic_dysplasia;osteoglophonic dysplasia;182;disease;0.5
1550;REV3L;REV3L;205;gene:protein;0.65449902875
1551;LINC-ROR;LINC-ROR;816;gene;0.5
1552;TINCR;TINCR;84;gene;0.5076704559999999
1553;PICSAR;PICSAR;28;gene;0.5
1554;MSH3;MSH3;348;gene:protein;0.6191924200000001
1555;TBC1D9;TBC1D9;1114;gene:protein;0.5025611237566138
1556;cyclin-dependent_protein_serine/threonine_kinase_activity;cyclin-dependent protein serine/threonine kinase activity;354;molecular function;0.5
1557;TUG1;TUG1;857;gene;0.5040025227777778
1558;reverse_transcription;reverse transcription;1358;biological process;0.5
1559;laryngeal_squamous_cell_carcinoma;laryngeal squamous cell carcinoma;13;disease;0.5
1560;HES1;HES1;405;gene:protein;0.6467825230927836
1561;melanoma_cell;melanoma cell;793;enzyme source;0.2071504737741946
1562;NPS;NPS;52;gene:protein;0.5
1563;myeloproliferative_neoplasm;myeloproliferative neoplasm;84;disease;0.2065074704761904
1564;receptor_catabolic_process;receptor catabolic process;12;biological process;0.5
1565;CDCA7L;CDCA7L;546;gene:protein;0.44060714373494
1566;AQP1;AQP1;323;gene:protein;0.6077613117647057
1567;Miller-Dieker_lissencephaly_syndrome;Miller-Dieker lissencephaly syndrome;4679;disease;0.5001520219746376
1568;coronary_artery_disease;coronary artery disease;249;disease;0.5268689258461539
1569;lymphoblastic_lymphoma;lymphoblastic lymphoma;46;disease;0.5
1570;IDH2;IDH2;266;gene:protein;0.5622735158510638
1571;Panobinostat;Panobinostat;274;drug;0.5
1572;myelodysplastic_syndrome;myelodysplastic syndrome;359;disease;0.5
1573;microvillus_inclusion_disease;microvillus inclusion disease;552;disease;0.5236429537037037
1574;NTSR1;NTSR1;36;gene:protein;0.5909685292307693
1575;PRB1;PRB1;1021;gene:protein;0.5009902169791666
1576;myelofibrosis;myelofibrosis;177;disease;0.502803659489796
1577;mixed_phenotype_acute_leukemia;mixed phenotype acute leukemia;1;disease;0.5
1578;vorinostat;vorinostat;1257;drug;0.5170968174812032
1579;belinostat;belinostat;285;drug;0.5
1580;Ivosidenib;Ivosidenib;27;drug;0.546060816111111
1581;IDH1;IDH1;752;gene:protein;0.6291190345637584
1582;Tazemetostat;Tazemetostat;15;drug;0.5
1583;simvastatin;simvastatin;524;drug;0.5
1584;pravastatin;pravastatin;35;drug;0.5
1585;adult_respiratory_distress_syndrome;adult respiratory distress syndrome;921;disease;0.5276511351578946
1586;TNFSF13B;TNFSF13B;3910;gene:protein;0.6494717142794758
1587;TNFSF14;TNFSF14;358;gene:protein;0.2824384299999999
1588;ITGA2B;ITGA2B;89;gene:protein;0.6312453136111112
1589;platelet_aggregation;platelet aggregation;245;biological process;0.5
1590;FOXO1;FOXO1;1023;gene:protein;0.6483453291666665
1591;CENPV;CENPV;39;gene:protein;0.60683272875
1592;B-cell_acute_lymphoblastic_leukemia;B-cell acute lymphoblastic leukemia;76;disease;0.5391925221153847
1593;PAICS;PAICS;17;gene:protein;0.6583108966666666
1594;glutaminase_activity;glutaminase activity;25;molecular function;0.3333333399999999
1595;glutamine_metabolic_process;glutamine metabolic process;98;biological process;0.5044636091489363
1596;capillary;capillary;932;enzyme source;0.5
1597;IGKV4-1;IGKV4-1;131;gene:protein;0.5700765028571427
1598;RBPJP3;RBPJP3;184;gene;0.5
1599;endosome_membrane;endosome membrane;17;cellular component;0.4764705882352941
1600;IgM_immunoglobulin_complex__circulating;IgM immunoglobulin complex circulating;32;cellular component;0.5
1601;IgG_immunoglobulin_complex__circulating;IgG immunoglobulin complex circulating;463;cellular component;0.5011246926890756
1602;Gentamicin;Gentamicin;234;drug;0.5760409276699029
1603;TMEM121;TMEM121;140;gene:protein;0.5012883743333333
1604;Buprenorphine;Buprenorphine;5;drug;0.5
1605;pain_agnosia;pain agnosia;186;disease;0.5
1606;GYPC;GYPC;175;gene:protein;0.4738530792307692
1607;RPS2;RPS2;1071;gene:protein;0.6504639527766995
1608;ADAM17;ADAM17;760;gene:protein;0.6345212708823526
1609;spike;spike;529;enzyme source;0.2000000000000005
1610;NCR3LG1;NCR3LG1;485;gene:protein;0.6228284053846154
1611;JMJD6;JMJD6;219;gene:protein;0.6197723688235295
1612;acute_myeloid_leukemia_cell;acute myeloid leukemia cell;604;enzyme source;0.4765940541228072
1613;RN7SK;RN7SK;27;gene;0.5
1614;cAMP_response_element_binding_protein_binding;cAMP response element binding protein binding;1212;molecular function;0.5
1615;DEFB1;DEFB1;115;gene:protein;0.5822203888888888
1616;mediator_complex;mediator complex;34;cellular component;0.5
1617;CDK9;CDK9;1557;gene:protein;0.6426956840666666
1618;snRNA_methylation;snRNA methylation;1;biological process;0.33333334
1619;PSG2;PSG2;1089;gene:protein;0.5023981873611112
1620;breast_cancer_cell;breast cancer cell;132;enzyme source;0.5017605633802817
1621;IL7;IL7;798;gene:protein;0.6037887458128083
1622;colonic_adenocarcinoma_cell;colonic adenocarcinoma cell;19;enzyme source;0.5
1623;Puromycin;Puromycin;349;drug;0.5180481936363636
1624;CD8A;CD8A;124;gene:protein;0.6546204709615384
1625;small_intestine;small intestine;441;enzyme source;0.250406183625
1626;CCL3;CCL3;1162;gene:protein;0.6792771093877552
1627;SLC6A2;SLC6A2;484;gene:protein;0.574949577
1628;ITGAX;ITGAX;777;gene:protein;0.6324552073568279
1629;FABP4;FABP4;273;gene:protein;0.5988829083333335
1630;CS;CS;1651;gene:protein;0.5321526517757009
1631;CSF2;CSF2;1839;gene:protein;0.6127047307103829
1632;GLS;GLS;430;gene:protein;0.5741796375581395
1633;acute_myocarditis;acute myocarditis;8;disease;0.261114225
1634;acute_myocardial_infarction;acute myocardial infarction;62;disease;0.1688919930434781
1635;cardiomyopathy;cardiomyopathy;24;disease;0.5385411844444445
1636;gravid_adult;gravid adult;382;enzyme source;0.5
1637;Avatrombopag;Avatrombopag;2;drug;0.5
1638;THPO;THPO;175;gene:protein;0.574934258888889
1639;Eltrombopag;Eltrombopag;5;drug;0.5
1640;purpura;purpura;162;disease;0.3333333399999997
1641;Thrombopoietin;Thrombopoietin;26;drug;0.5
1642;lactation;lactation;48;biological process;0.5
1643;TPO;TPO;338;gene:protein;0.5357436072727274
1644;PTPN6;PTPN6;1255;gene:protein;0.6488697290909093
1645;SCN4A;SCN4A;144;gene:protein;0.5128102513793104
1646;decitabine;decitabine;480;drug;0.5100959086324787
1647;LMLN;LMLN;280;gene:protein;0.5512483905769232
1648;Decitabine;Decitabine;62;drug;0.5164933482352942
1649;DNA_methylation;DNA methylation;2576;biological process;0.5006836606097561
1650;MASP1;MASP1;23;gene:protein;0.66613894
1651;MASP2;MASP2;36;gene:protein;0.6157338042857143
1652;leprosy;leprosy;64;disease;0.20095726625
1653;CP;CP;1299;gene:protein;0.5
1654;lectin_complement_pathway;lectin complement pathway;20;pathway;0.5
1655;COLEC11;COLEC11;5;gene:protein;0.6107026666666667
1656;KIR3DL1;KIR3DL1;258;gene:protein;0.6366070631818179
1657;C1R;C1R;77;gene:protein;0.6249519610000001
1658;C1S;C1S;71;gene:protein;0.6470945093333333
1659;SERPING1;SERPING1;61;gene:protein;0.607645739
1660;TEN;TEN;261;other;0.5
1661;Sulfamethoxazole;Sulfamethoxazole;63;drug;0.6146135534693876
1662;Ceftriaxone;Ceftriaxone;146;drug;0.592892945079365
1663;ibuprofen;ibuprofen;66;drug;0.5
1664;TEN1;TEN1;3;gene:protein;0.67301537
1665;TENM2;TENM2;6;gene:protein;0.5544753333333333
1666;atrioventricular_septal_defect;atrioventricular septal defect;423;disease;0.60472705313253
1667;CR2;CR2;487;gene:protein;0.6271446544444441
1668;SKOV-3_cell;SKOV-3 cell;32;enzyme source;0.5
1669;antibody-dependent_cellular_cytotoxicity;antibody-dependent cellular cytotoxicity;3001;biological process;0.5165785337853108
1670;hereditary_lymphedema_I;hereditary lymphedema I;604;disease;0.5
1671;keratopathy;keratopathy;150;disease;0.5
1672;Inotuzumab_ozogamicin;Inotuzumab ozogamicin;21;drug;0.5567699375
1673;Potocki-Shaffer_syndrome;Potocki-Shaffer syndrome;370;disease;0.5
1674;Fanconi_syndrome;Fanconi syndrome;60;disease;0.502987084347826
1675;glomerular_filtration;glomerular filtration;566;biological process;0.5
1676;excretion;excretion;783;enzyme source:biological process;0.1428571499999995
1677;arterial_blood;arterial blood;206;enzyme source;0.5
1678;LRP2;LRP2;74;gene:protein;0.5769174755555555
1679;CUBN;CUBN;36;gene:protein;0.5778226214285713
1680;sprout;sprout;46;enzyme source;0.5
1681;collagenase;collagenase;315;other;0.5
1682;SNORD87;SNORD87;764;gene;0.5
1683;glioblastoma_cell;glioblastoma cell;187;enzyme source;0.3333333399999996
1684;autophagic_cell_death;autophagic cell death;272;biological process;0.5028344676190476
1685;Wortmannin;Wortmannin;243;drug;0.5102002652173914
1686;5-(carboxyamino)imidazole_ribonucleotide_mutase_activity;5-(carboxyamino)imidazole ribonucleotide mutase activity;839;molecular function;0.5
1687;ILF2;ILF2;217;gene:protein;0.6536519546153846
1688;KEAP1;KEAP1;921;gene:protein;0.6399049678488373
1689;ESR1;ESR1;458;gene:protein;0.6555915208045978
1690;NKX2-1;NKX2-1;115;gene:protein;0.6524982813636364
1691;KAT6A;KAT6A;54;gene:protein;0.6671450777777777
1692;STK11;STK11;714;gene:protein;0.6316791705357144
1693;SMARCA4;SMARCA4;333;gene:protein;0.6688805850746271
1694;BLM;BLM;693;gene:protein;0.6323162291596638
1695;FOXO3;FOXO3;841;gene:protein;0.6399768395049504
1696;CUL2;CUL2;49;gene:protein;0.7102689105263159
1697;46_XY_sex_reversal_2;46 XY sex reversal 2;724;disease;0.5
1698;SERPINA3;SERPINA3;697;gene:protein;0.62180962672956
1699;PPIA;PPIA;264;gene:protein;0.6512995493333334
1700;programmed_cell_death;programmed cell death;444;biological process;0.505281297519685
1701;CTAG1B;CTAG1B;1390;gene;0.5029610625308643
1702;GPRC5D;GPRC5D;29;gene:protein;0.5745096690909092
1703;AKR1B10;AKR1B10;90;gene:protein;0.3474421942857142
1704;liver_cirrhosis;liver cirrhosis;726;disease;0.4682722582181817
1705;alveolar_cell;alveolar cell;10;enzyme source;0.3809523857142856
1706;NADH_dehydrogenase_complex;NADH dehydrogenase complex;125;cellular component;0.5
1707;TMPRSS2;TMPRSS2;215;gene:protein;0.5975445548571429
1708;mitochondrial_fission;mitochondrial fission;196;biological process;0.5007763971739131
1709;TMPRSS4;TMPRSS4;15;gene:protein;0.5847514871428572
1710;MIR34A;MIR34A;4645;gene;0.5003337572027973
1711;CDK6;CDK6;987;gene:protein;0.6486969182386365
1712;lung_adenocarcinoma_cell;lung adenocarcinoma cell;70;enzyme source;0.5
1713;YY1;YY1;1276;gene:protein;0.6517248897435898
1714;squamous_cell_carcinoma;squamous cell carcinoma;176;disease;0.4705520587615385
1715;bronchial_epithelial_cell;bronchial epithelial cell;50;enzyme source;0.5
1716;MIR34B;MIR34B;251;gene;0.5
1717;non-small_cell_lung_cancer_cell;non-small cell lung cancer cell;365;enzyme source;0.4661620149999999
1718;culture_condition:tissue_culture;culture condition:tissue culture;362;enzyme source;0.5
1719;sympathetic_ganglion;sympathetic ganglion;5;enzyme source;0.11111111
1720;Gaucher_s_disease_type_II;Gaucher s disease type II;536;disease;0.5
1721;MLKL;MLKL;374;gene:protein;0.6345056042307692
1722;necroptotic_process;necroptotic process;955;biological process;0.5059359794374999
1723;RIPK3;RIPK3;528;gene:protein;0.6297500653164556
1724;RIPK1;RIPK1;675;gene:protein;0.6507753531999998
1725;GSDMD;GSDMD;218;gene:protein;0.6473443396428572
1726;TRAF2;TRAF2;1629;gene:protein;0.6590169543718593
1727;ZBP1;ZBP1;31;gene:protein;0.6433746890909092
1728;antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_MHC_class_I;antigen processing and presentation of exogenous peptide antigen via MHC class I;20;biological process;0.5
1729;SARM1;SARM1;90;gene:protein;0.6177638135714286
1730;TRAF5;TRAF5;61;gene:protein;0.6614951081818181
1731;XIAP;XIAP;1832;gene:protein;0.681691851712963
1732;Clarithromycin;Clarithromycin;111;drug;0.5608363785714285
1733;pioglitazone;pioglitazone;142;drug;0.5
1734;PVR;PVR;1845;gene:protein;0.6804628698245614
1735;CHRDL1;CHRDL1;253;gene:protein;0.5078462766666667
1736;NECTIN2;NECTIN2;212;gene:protein;0.690171412
1737;tonsil;tonsil;300;enzyme source;0.3429487242307689
1738;scale;scale;3297;enzyme source;0.5
1739;CARD18;CARD18;2;gene:protein;0.5287016
1740;cellular_metabolic_process;cellular metabolic process;134;biological process;0.5236192196551724
1741;innate_immune_response;innate immune response;94;biological process;0.5050079308219179
1742;apoptotic_cell_clearance;apoptotic cell clearance;176;biological process;0.5
1743;telencephalon;telencephalon;61;enzyme source;0.5
1744;halothane;halothane;7;drug;0.5
1745;phenobarbital;phenobarbital;15;drug;0.5
1746;vinorelbine;vinorelbine;132;drug;0.5
1747;Succinylcholine;Succinylcholine;2;drug;0.572736025
1748;Atracurium;Atracurium;1;drug;0.6397255
1749;esomeprazole;esomeprazole;29;drug;0.5
1750;HBD;HBD;29;gene:protein;0.5859479166666666
1751;KRT90P;KRT90P;13;gene;0.5
1752;anaphase-promoting_complex;anaphase-promoting complex;3050;cellular component;0.6394324090819214
1753;TCIM;TCIM;238;gene:protein;0.6221532759999997
1754;PIN1;PIN1;696;gene:protein;0.6343360118
1755;sensitization;sensitization;445;biological process;0.5
1756;ERP29;ERP29;9;gene:protein;0.55054464
1757;MIR182;MIR182;388;gene;0.5007836993103448
1758;hepatoma_cell;hepatoma cell;585;enzyme source;0.4516786190209788
1759;Triptolide;Triptolide;691;drug;0.5074406708163267
1760;MIR155;MIR155;2709;gene;0.5000788643533123
1761;INPP5D;INPP5D;765;gene:protein;0.6225237988333335
1762;MIR122;MIR122;696;gene;0.5
1763;MIR16-1;MIR16-1;58;gene;0.5
1764;PPP1R13B;PPP1R13B;794;gene:protein;0.6577277460162603
1765;MIR138-2;MIR138-2;2;gene;0.5
1766;MIR204;MIR204;325;gene;0.5
1767;pancreatic_cancer_cell;pancreatic cancer cell;281;enzyme source;0.2823469517142857
1768;colon_carcinoma;colon carcinoma;231;disease;0.1587216385517242
1769;MIR21;MIR21;6998;gene;0.5003093349704142
1770;osteosarcoma_cell;osteosarcoma cell;219;enzyme source;0.5
1771;MIR137;MIR137;756;gene;0.5005241094339622
1772;MIR191;MIR191;164;gene;0.5
1773;azithromycin;azithromycin;223;drug;0.5
1774;pneumothorax;pneumothorax;61;disease;0.2000000000000001
1775;NPPA;NPPA;292;gene:protein;0.588745352136752
1776;BNP;BNP;405;other;0.5003676470588235
1777;glucose_import;glucose import;435;biological process;0.4992657856387665
1778;AATF;AATF;349;gene:protein;0.6315495512
1779;dry_eye_syndrome;dry eye syndrome;8;disease;0.5
1780;keratinocyte_cell_line;keratinocyte cell line;203;enzyme source;0.5
1781;nuclear_cap_binding_complex;nuclear cap binding complex;252;cellular component;0.5
1782;MYBPHL;MYBPHL;41;gene:protein;0.55
1783;myeloma_cell;myeloma cell;1474;enzyme source;0.3333333399999976
1784;SYNE1;SYNE1;281;gene:protein;0.64321974
1785;ACKR3;ACKR3;170;gene:protein;0.6595856192857142
1786;tripartite_attachment_complex;tripartite attachment complex;515;cellular component;0.5
1787;MUC1;MUC1;3155;gene:protein;0.6144438474634147
1788;heavy_chain_immunoglobulin_complex;heavy chain immunoglobulin complex;21;cellular component;0.5
1789;glucose_metabolic_process;glucose metabolic process;358;biological process;0.5148460175490196
1790;Pentamidine;Pentamidine;46;drug;0.6076075500000001
1791;melanocyte_differentiation;melanocyte differentiation;15;biological process;0.3333333399999999
1792;PMEL;PMEL;319;gene:protein;0.5863517516455694
1793;Amoxicillin;Amoxicillin;140;drug;0.5987590221875
1794;Clavulanic_acid;Clavulanic acid;39;drug;0.5
1795;urinary_tract_infection;urinary tract infection;150;disease;0.5159494606
1796;amlodipine;amlodipine;39;drug;0.5
1797;Werner_syndrome;Werner syndrome;118;disease;0.5029585823076923
1798;human IgG;human IgG;98;other;0.5006203479032257
1799;protein_deubiquitination;protein deubiquitination;293;biological process;0.5015521900000001
1800;IGKV1D-37;IGKV1D-37;27;gene:protein;0.5
1801;arsenic trioxide;arsenic trioxide;157;other;0.5004690435365854
1802;Ammonium_chloride;Ammonium chloride;38;drug;0.5199415503448276
1803;oxaliplatin;oxaliplatin;920;drug;0.5009420799095022
1804;stomach_carcinoma;stomach carcinoma;100;disease;0.5117249071250001
1805;capecitabine;capecitabine;212;drug;0.5
1806;MRPL58;MRPL58;6;gene:protein;0.5
1807;BCAT1;BCAT1;107;gene:protein;0.552039241111111
1808;colonic_cancer_cell;colonic cancer cell;204;enzyme source;0.4992013181818182
1809;phenol_O-methyltransferase_activity;phenol O-methyltransferase activity;69;molecular function;0.5
1810;rapamycin;rapamycin;2783;other;0.5017310790225564
1811;Trp;Trp;86;other;0.1267154351818181
1812;SLC38A9;SLC38A9;56;gene:protein;0.5646484471428571
1813;CASTOR1;CASTOR1;21;gene:protein;0.6500947842857142
1814;transposition;transposition;27;biological process;0.125
1815;YAP1;YAP1;1509;gene:protein;0.619964804931507
1816;FBXL5;FBXL5;9;gene:protein;0.58048643
1817;FPR1;FPR1;165;gene:protein;0.6118514390322579
1818;G1_to_G0_transition;G1 to G0 transition;10;biological process;0.5
1819;MPPE1;MPPE1;269;gene:protein;0.6012940025
1820;THBD;THBD;246;gene:protein;0.6069190122413791
1821;POLD1;POLD1;161;gene:protein;0.6427386137837839
1822;ipilimumab;ipilimumab;1132;drug;0.5
1823;CD1C;CD1C;405;gene:protein;0.634435090576923
1824;CD83;CD83;454;gene:protein;0.6241048577941178
1825;BTLA;BTLA;270;gene:protein;0.6384916419047619
1826;DAC;DAC;768;other;0.5301732724444443
1827;keratinocyte;keratinocyte;216;enzyme source;0.5
1828;RLN2;RLN2;505;gene:protein;0.5251825781578945
1829;PTGS1;PTGS1;281;gene:protein;0.615782443493976
1830;head_and_neck_squamous_cell_carcinoma_cell;head and neck squamous cell carcinoma cell;69;enzyme source;0.5
1831;XPO6;XPO6;116;gene:protein;0.5895698650000001
1832;PFN1;PFN1;453;gene:protein;0.6489976257142857
1833;MLLT1;MLLT1;137;gene:protein;0.6056460594444444
1834;Selinexor;Selinexor;901;drug;0.503065693375
1835;MYPOP;MYPOP;1;gene:protein;0.6282524
1836;SMN1;SMN1;10;gene:protein;0.59575913
1837;breast_epithelial_cell;breast epithelial cell;25;enzyme source;0.5
1838;NES;NES;453;gene:protein;0.581286125054945
1839;CCNT1;CCNT1;58;gene:protein;0.6491239184210527
1840;cholesterol_homeostasis;cholesterol homeostasis;40;biological process;0.5
1841;hepatoma_cell_line;hepatoma cell line;133;enzyme source;0.5004305083146068
1842;clear_cell_adenocarcinoma_cell;clear cell adenocarcinoma cell;9;enzyme source;0.5
1843;liver_epithelial_cell_line;liver epithelial cell line;5;enzyme source;0.4000000039999999
1844;NCI-H1299_cell;NCI-H1299 cell;42;enzyme source;0.5
1845;HEK-293T_cell;HEK-293T cell;61;enzyme source;0.5
1846;TNFRSF10B;TNFRSF10B;1786;gene:protein;0.6304904268722467
1847;TNFRSF10A;TNFRSF10A;863;gene:protein;0.6850599865536722
1848;TNFRSF10C;TNFRSF10C;135;gene:protein;0.6739590110638295
1849;Conatumumab;Conatumumab;14;drug;0.5610985416666666
1850;death-inducing_signaling_complex;death-inducing signaling complex;151;cellular component;0.4512444395238095
1851;activation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process;activation of cysteine-type endopeptidase activity involved in apoptotic process;292;biological process;0.5
1852;CCR6;CCR6;341;gene:protein;0.6440074364516131
1853;death-inducing_signaling_complex_assembly;death-inducing signaling complex assembly;49;biological process;0.5
1854;extrinsic_apoptotic_signaling_pathway;extrinsic apoptotic signaling pathway;169;biological process;0.3869402666666667
1855;Tigatuzumab;Tigatuzumab;1;drug;0.5829775
1856;carnitine_O-palmitoyltransferase_activity;carnitine O-palmitoyltransferase activity;892;molecular function;0.5005081304878048
1857;signaling_receptor_binding;signaling receptor binding;217;molecular function;0.5077573595
1858;autolysosome;autolysosome;93;cellular component;0.5006868128846154
1859;ATRA;ATRA;1142;other;0.5360703488999999
1860;erythrocyte_differentiation;erythrocyte differentiation;253;biological process;0.4944456104958678
1861;bleomycin;bleomycin;457;drug;0.5
1862;NOTCH4;NOTCH4;145;gene:protein;0.6600002792499999
1863;AR;AR;4897;gene:protein;0.6357139968807336
1864;blood_clot;blood clot;453;enzyme source;0.5006475010256412
1865;mesenchymal_to_epithelial_transition;mesenchymal to epithelial transition;38;biological process;0.4457969213793104
1866;primary_cell;primary cell;44;enzyme source;0.3333333399999998
1867;PTPN11;PTPN11;1280;gene:protein;0.6385867664130433
1868;FCAR;FCAR;129;gene:protein;0.5444189150000001
1869;CGAS;CGAS;4;gene:protein;0.686023955
1870;MTPN;MTPN;1437;gene:protein;0.5563669482320442
1871;acute_myeloid_leukemia;acute myeloid leukemia;1309;disease;0.228683487629256
1872;FUS;FUS;1103;gene:protein;0.5894033613768116
1873;TEAD1;TEAD1;40;gene:protein;0.6151626870000001
1874;TERT;TERT;2134;gene:protein;0.611335159041096
1875;ATRX;ATRX;177;gene:protein;0.6497091768421054
1876;blood_circulation;blood circulation;109;biological process;0.3333333399999996
1877;CD244;CD244;755;gene:protein;0.6644267077528091
1878;glioma_stem_cell;glioma stem cell;20;enzyme source;0.3333333399999999
1879;astrocyte;astrocyte;213;anatomical entity:enzyme source;0.25
1880;oligodendrocyte;oligodendrocyte;92;anatomical entity:enzyme source;0.5
1881;oligodendroglioma;oligodendroglioma;35;disease;0.133846364
1882;mixed_glioma;mixed glioma;2;disease;0.2605916849999999
1883;CCL22;CCL22;282;gene:protein;0.6355102150000002
1884;LY75;LY75;84;gene:protein;0.5762843907692308
1885;lymphocytic_choriomeningitis;lymphocytic choriomeningitis;64;disease;0.5018181824
1886;ALPK1;ALPK1;69;gene:protein;0.6563074190909091
1887;VAMP8;VAMP8;82;gene:protein;0.6183899766666667
1888;RFC4;RFC4;284;gene:protein;0.5940964923943659
1889;teratocarcinoma;teratocarcinoma;17;disease;0.5
1890;ABCE1;ABCE1;43;gene:protein;0.5820790433333333
1891;interleukin-35_complex;interleukin-35 complex;387;cellular component;0.6173550729999999
1892;ARL4C;ARL4C;132;gene:protein;0.5991326275
1893;CA9;CA9;407;gene:protein;0.5666930457575758
1894;NSD1;NSD1;223;gene:protein;0.6527207471428572
1895;proteasome-activating_nucleotidase_complex;proteasome-activating nucleotidase complex;812;cellular component;0.5
1896;MCAM;MCAM;640;gene:protein;0.6319291081818181
